playerId,birthDate
8475165,1991-04-24
8475166,1990-09-20
8475167,1990-12-18
8475168,1991-01-16
8475169,1991-08-02
8475170,1991-08-22
8475171,1991-07-17
8475172,1990-10-06
8475173,1991-02-22
8475174,1991-01-25
8475175,1991-04-12
8475176,1991-01-03
8475177,1991-05-09
8475178,1991-01-24
8475179,1990-10-29
8475180,1991-01-14
8475181,1991-03-20
8475182,1990-10-08
8475183,1991-01-26
8475184,1991-04-30
8475185,1991-03-02
8475186,1990-11-19
8475188,1991-01-21
8475190,1991-02-20
8475191,1991-04-01
8475192,1991-05-13
8475193,1990-12-01
8475194,1991-07-26
8475196,1990-10-18
8475197,1991-07-26
8475198,1991-01-03
8475199,1991-05-08
8475200,1991-07-23
8475203,1991-04-19
8475204,1991-04-10
8475206,1991-01-30
8475208,1991-09-06
8475209,1991-02-07
8475210,1990-11-21
8475213,1991-01-29
8475214,1991-04-16
8475218,1990-05-24
8475219,1990-12-12
8475220,1991-08-10
8475222,1991-06-03
8475223,1991-07-17
8475224,1991-05-14
8475225,1989-09-05
8475227,1990-01-07
8475231,1991-02-27
8475233,1990-10-22
8475235,1991-02-22
8475236,1991-05-24
8475243,1991-01-03
8475246,1990-02-23
8475247,1991-05-25
8475248,1990-12-20
8475250,1991-02-22
8475253,1991-03-16
8475254,1990-10-06
8475260,1990-09-10
8475263,1990-07-22
8475264,1991-05-21
8475266,1990-11-19
8475268,1990-09-23
8475270,1990-03-25
8475274,1990-10-08
8475275,1991-03-21
8475278,1991-03-12
8475279,1991-05-09
8475283,1989-08-25
8475287,1991-03-23
8475291,1991-09-02
8475292,1991-06-15
8475294,1991-07-13
8475295,1990-03-08
8475296,1991-08-17
8475304,1989-09-11
8475309,1991-02-19
8475310,1991-02-22
8475314,1990-07-03
8475321,1990-12-04
8475323,1990-05-27
8475324,1990-09-21
8475325,1989-06-23
8475328,1991-06-06
8475332,1991-02-27
8475342,1989-03-24
8475343,1990-05-27
8475372,1987-12-23
8475381,1981-07-13
8475395,1991-09-03
8475413,1990-10-01
8475414,1990-09-13
8475423,1990-02-09
8475430,1990-06-04
8475436,1989-02-16
8475455,1990-11-13
8475461,1991-01-03
8475462,1990-06-05
8475567,1986-12-05
8475597,1989-02-01
8475598,1989-07-20
8475602,1987-10-18
8475603,1987-04-09
8475613,1986-05-07
8475619,1985-05-30
8475625,1987-11-29
8475637,1987-04-26
8475638,1987-03-24
8475640,1988-12-15
8475641,1987-03-31
8475648,1989-06-29
8475650,1987-01-31
8475661,1989-10-06
8475671,1990-05-20
8475677,1986-02-19
8475679,1986-02-10
8475690,1989-12-20
8475692,1987-09-01
8475714,1991-09-25
8475715,1991-10-29
8475716,1992-02-18
8475718,1992-01-30
8475722,1992-01-16
8475723,1992-06-15
8475726,1992-04-24
8475727,1992-01-30
8475728,1992-07-25
8475729,1991-10-18
8475730,1992-04-18
8475732,1991-09-29
8475733,1992-02-04
8475734,1991-12-04
8475735,1992-06-17
8475736,1992-02-25
8475738,1992-04-15
8475739,1992-05-31
8475744,1992-05-19
8475745,1992-03-02
8475747,1992-02-08
8475748,1992-06-30
8475749,1992-05-26
8475750,1992-02-03
8475752,1991-11-01
8475753,1992-03-20
8475754,1991-10-15
8475755,1992-03-03
8475756,1992-04-02
8475757,1992-04-26
8475758,1992-06-14
8475759,1992-02-18
8475760,1992-07-17
8475761,1991-11-27
8475762,1992-03-04
8475763,1992-05-08
8475764,1991-12-05
8475765,1991-12-13
8475766,1992-01-13
8475767,1991-10-20
8475768,1992-06-25
8475769,1992-01-21
8475770,1992-06-16
8475772,1991-12-07
8475774,1992-08-27
8475775,1990-07-29
8475780,1991-05-27
8475782,1992-04-30
8475784,1992-05-16
8475786,1992-06-09
8475788,1991-10-21
8475790,1992-01-07
8475791,1991-11-14
8475792,1992-05-02
8475793,1992-07-31
8475794,1992-01-31
8475795,1992-04-20
8475796,1992-01-11
8475797,1992-02-20
8475798,1992-02-26
8475799,1992-09-08
8475800,1992-01-02
8475807,1992-02-25
8475808,1992-04-09
8475810,1992-05-11
8475815,1991-12-06
8475816,1992-01-17
8475820,1992-04-13
8475825,1992-03-31
8475826,1991-12-24
8475829,1991-02-07
8475832,1992-01-21
8475833,1992-05-13
8475834,1992-04-07
8475836,1991-01-30
8475841,1991-01-27
8475842,1992-02-04
8475844,1992-04-30
8475845,1990-05-18
8475848,1992-05-06
8475855,1991-12-02
8475857,1992-03-06
8475868,1990-07-15
8475869,1991-08-21
8475878,1992-01-01
8475889,1992-01-07
8475893,1990-03-24
8475896,1992-05-03
8475902,1990-08-26
8475906,1992-08-14
8475907,1992-04-20
8475913,1992-05-13
8475917,1990-06-03
8475949,1991-08-28
8475950,1988-07-10
8475958,1992-07-25
8475968,1991-08-31
8475980,1991-09-26
8475982,1988-12-11
8475990,1990-02-01
8475996,1991-01-07
8476020,1992-07-29
8476043,1987-02-13
8476062,1988-08-12
8476086,1981-05-05
8476116,1985-08-12
8476147,1987-12-09
8476158,1987-09-01
8476162,1986-02-04
8476166,1988-06-04
8476177,1986-06-14
8476179,1987-07-16
8476191,1987-11-15
8476195,1989-12-14
8476200,1988-11-30
8476205,1989-07-11
8476206,1988-04-15
8476207,1988-02-26
8476208,1988-02-14
8476209,1988-01-20
8476211,1988-07-06
8476214,1988-09-13
8476219,1986-08-09
8476224,1986-12-20
8476225,1989-07-03
8476227,1988-02-06
8476235,1987-11-06
8476244,1986-01-09
8476278,1993-03-28
8476279,1991-08-20
8476283,1993-03-07
8476285,1993-04-27
8476288,1992-03-09
8476289,1992-01-02
8476292,1991-03-28
8476293,1992-04-24
8476300,1993-03-28
8476302,1993-03-26
8476303,1993-07-06
8476304,1993-01-04
8476310,1993-02-25
8476312,1991-10-07
8476322,1992-02-02
8476323,1992-05-01
8476326,1992-10-06
8476329,1993-09-14
8476331,1993-05-01
8476336,1991-08-25
8476339,1992-12-31
8476344,1993-04-27
8476345,1992-11-13
8476346,1993-08-13
8476352,1992-10-02
8476356,1993-01-10
8476363,1992-06-03
8476367,1992-05-18
8476368,1992-11-24
8476370,1993-02-20
8476372,1993-06-03
8476374,1993-01-20
8476379,1993-07-17
8476381,1991-07-20
8476384,1992-11-20
8476386,1992-11-16
8476388,1993-07-03
8476389,1993-07-11
8476390,1992-10-26
8476391,1992-02-25
8476392,1993-03-29
8476393,1993-07-20
8476394,1993-04-06
8476396,1993-04-19
8476397,1993-03-29
8476399,1991-11-28
8476400,1992-10-05
8476401,1993-03-09
8476403,1991-07-06
8476404,1991-05-17
8476406,1992-09-26
8476407,1993-04-27
8476409,1993-02-25
8476410,1993-05-26
8476411,1993-05-28
8476414,1991-09-05
8476415,1992-10-24
8476416,1993-02-10
8476418,1993-02-15
8476419,1992-11-11
8476422,1993-07-13
8476423,1993-09-08
8476425,1993-04-16
8476426,1993-04-09
8476427,1993-02-05
8476428,1993-02-08
8476429,1992-10-14
8476430,1992-12-28
8476431,1992-10-26
8476432,1993-06-15
8476435,1993-09-09
8476436,1993-03-23
8476437,1993-03-01
8476438,1992-10-27
8476439,1993-07-01
8476440,1993-04-16
8476441,1993-06-28
8476442,1992-11-05
8476443,1993-07-29
8476445,1992-09-21
8476447,1993-03-09
8476448,1993-01-08
8476449,1993-03-10
8476450,1993-01-13
8476451,1993-01-23
8476452,1993-03-12
8476453,1993-06-17
8476454,1993-04-12
8476455,1992-11-23
8476456,1993-06-04
8476457,1992-11-12
8476458,1993-07-11
8476459,1993-04-18
8476460,1993-03-15
8476461,1992-12-07
8476462,1993-06-17
8476463,1993-07-12
8476464,1993-09-07
8476465,1993-03-31
8476466,1992-10-05
8476467,1992-12-21
8476468,1993-03-14
8476469,1993-05-31
8476470,1992-12-05
8476471,1993-02-22
8476472,1993-07-20
8476473,1993-03-26
8476474,1993-02-12
8476476,1992-12-09
8476477,1993-01-24
8476478,1993-05-18
8476479,1993-02-24
8476480,1992-11-22
8476482,1993-03-06
8476483,1993-05-05
8476495,1993-01-04
8476505,1992-09-13
8476511,1993-07-25
8476522,1991-03-04
8476525,1992-10-29
8476526,1993-01-16
8476536,1993-06-20
8476539,1990-12-27
8476545,1993-04-20
8476549,1991-06-20
8476617,1993-03-23
8476619,1993-01-07
8476624,1993-02-26
8476765,1991-05-15
8476766,1990-08-26
8476769,1989-01-21
8476772,1988-06-01
8476779,1988-08-24
8476792,1991-04-12
8476798,1987-11-21
8476799,1988-10-07
8476805,1988-04-30
8476806,1990-07-02
8476807,1990-04-23
8476808,1988-07-26
8476819,1988-04-30
8476822,1989-04-28
8476826,1991-12-15
8476827,1989-05-26
8476834,1985-12-10
8476835,1987-04-19
8476849,1988-08-06
8476850,1993-09-27
8476851,1994-02-12
8476852,1994-01-24
8476853,1994-03-09
8476854,1994-01-20
8476855,1993-10-06
8476856,1994-07-25
8476857,1993-09-23
8476858,1993-10-09
8476866,1994-01-11
8476867,1994-03-25
8476868,1994-02-07
8476869,1994-03-26
8476870,1994-02-23
8476871,1992-08-10
8476872,1994-05-30
8476873,1994-09-13
8476874,1994-08-22
8476875,1994-02-27
8476877,1993-10-08
8476878,1994-01-05
8476879,1993-12-21
8476880,1994-03-29
8476881,1993-11-12
8476882,1994-09-11
8476884,1994-01-16
8476885,1994-02-26
8476886,1994-02-18
8476887,1994-08-13
8476888,1994-05-16
8476889,1994-01-09
8476890,1994-05-15
8476891,1994-01-05
8476892,1993-05-12
8476894,1994-05-19
8476897,1994-03-23
8476902,1994-05-23
8476905,1994-04-22
8476906,1993-04-20
8476907,1994-03-09
8476910,1994-01-24
8476911,1993-04-06
8476913,1994-07-19
8476915,1994-08-13
8476917,1994-08-16
8476918,1993-05-26
8476919,1994-07-01
8476921,1992-07-25
8476922,1994-01-23
8476923,1994-08-07
8476924,1993-10-05
8476925,1993-11-05
8476927,1994-08-15
8476931,1993-10-12
8476934,1994-02-02
8476941,1994-04-13
8476944,1992-06-11
8476947,1993-09-17
8476948,1994-06-23
8476952,1994-03-09
8476953,1994-07-04
8476955,1994-02-15
8476958,1994-05-01
8476960,1994-08-06
8476966,1994-04-16
8476967,1994-01-06
8476971,1993-05-20
8476974,1994-04-29
8476975,1993-08-13
8476979,1992-03-14
8476981,1994-05-07
8476982,1994-01-30
8476983,1992-09-06
8476987,1994-07-25
8476988,1994-05-25
8476989,1993-09-23
8476994,1994-04-03
8477003,1994-02-07
8477006,1994-04-05
8477009,1994-03-24
8477010,1994-07-18
8477015,1994-01-14
8477018,1993-04-20
8477021,1994-08-11
8477033,1992-11-16
8477034,1992-12-10
8477038,1992-07-08
8477041,1993-06-16
8477043,1994-08-06
8477046,1993-06-17
8477059,1986-03-09
8477070,1994-07-29
8477073,1994-03-25
8477076,1993-07-10
8477082,1989-03-12
8477085,1994-05-27
8477091,1994-05-22
8477126,1990-02-01
8477127,1992-08-24
8477149,1992-07-30
8477201,1989-08-11
8477205,1990-11-29
8477210,1991-09-30
8477213,1990-11-16
8477214,1990-01-31
8477215,1990-03-07
8477220,1991-07-16
8477227,1988-07-07
8477228,1990-03-23
8477240,1989-05-10
8477243,1989-06-29
8477244,1990-05-07
8477249,1988-09-18
8477289,1986-07-29
8477290,1988-12-01
8477300,1991-05-24
8477314,1995-05-11
8477320,1995-03-14
8477326,1992-02-05
8477330,1995-08-21
8477335,1995-07-12
8477337,1993-05-17
8477341,1994-11-21
8477343,1994-12-05
8477346,1994-01-07
8477353,1995-03-10
8477355,1995-01-06
8477357,1994-05-29
8477359,1993-06-08
8477365,1995-04-28
8477366,1994-09-19
8477369,1994-07-27
8477380,1993-06-19
8477384,1994-01-21
8477391,1995-04-30
8477392,1995-07-28
8477399,1994-01-26
8477401,1995-02-14
8477402,1995-04-17
8477404,1994-10-06
8477406,1992-12-08
8477407,1995-08-26
8477409,1995-08-14
8477410,1994-10-04
8477413,1993-03-21
8477415,1994-05-13
8477416,1995-04-10
8477417,1995-08-02
8477419,1995-04-19
8477425,1995-09-13
8477426,1995-03-20
8477427,1995-07-22
8477428,1994-05-14
8477429,1994-07-08
8477433,1995-01-12
8477435,1995-05-21
8477444,1995-02-09
8477445,1994-10-13
8477446,1995-03-07
8477447,1995-08-03
8477448,1994-11-30
8477449,1995-03-02
8477450,1995-07-04
8477451,1994-09-20
8477452,1995-08-05
8477453,1995-02-22
8477454,1995-04-20
8477455,1995-05-20
8477456,1995-04-08
8477458,1995-05-15
8477460,1995-03-27
8477461,1995-04-16
8477462,1995-02-08
8477463,1995-03-07
8477464,1995-03-22
8477466,1994-10-23
8477467,1994-12-01
8477471,1995-05-09
8477472,1995-01-28
8477473,1995-07-01
8477474,1995-04-22
8477476,1995-07-04
8477478,1994-12-20
8477479,1995-02-24
8477482,1994-11-09
8477486,1994-12-14
8477488,1994-11-15
8477491,1995-08-04
8477492,1995-09-01
8477493,1995-09-02
8477494,1995-03-28
8477495,1994-10-03
8477496,1994-12-02
8477497,1994-10-12
8477498,1995-02-04
8477499,1994-10-27
8477500,1995-04-05
8477501,1995-03-04
8477502,1995-07-12
8477503,1995-03-02
8477504,1995-03-28
8477505,1994-09-22
8477506,1994-10-06
8477507,1995-04-16
8477508,1995-02-02
8477509,1995-03-21
8477510,1994-10-07
8477511,1994-09-16
8477512,1995-04-26
8477520,1994-02-08
8477527,1994-02-18
8477529,1994-12-26
8477541,1994-01-05
8477544,1992-11-07
8477566,1995-02-03
8477573,1994-02-07
8477583,1993-02-08
8477589,1991-02-28
8477591,1990-07-14
8477631,1995-03-29
8477634,1995-07-17
8477642,1995-05-11
8477666,1989-03-10
8477680,1992-10-29
8477715,1993-04-04
8477810,1991-06-08
8477814,1991-01-09
8477816,1992-08-18
8477832,1990-05-20
8477836,1992-02-28
8477839,1992-06-08
8477845,1991-07-24
8477846,1991-01-18
8477847,1991-11-12
8477850,1991-02-09
8477851,1992-06-25
8477865,1991-03-08
8477881,1990-08-16
8477887,1992-05-29
8477901,1991-11-01
8477902,1991-12-31
8477903,1991-11-23
8477913,1989-09-15
8477916,1992-03-25
8477919,1993-05-01
8477922,1990-07-18
8477923,1990-01-04
8477929,1990-07-03
8477930,1985-03-06
8477931,1992-09-01
8477932,1996-02-07
8477933,1995-11-06
8477934,1995-10-27
8477935,1996-06-20
8477936,1996-06-20
8477937,1996-08-17
8477938,1996-07-08
8477939,1996-05-01
8477940,1996-02-14
8477941,1995-12-05
8477942,1996-07-22
8477943,1996-04-27
8477944,1996-02-28
8477945,1995-12-03
8477946,1996-07-30
8477947,1996-05-12
8477948,1996-03-29
8477949,1996-05-10
8477950,1995-10-24
8477951,1996-02-23
8477952,1996-01-22
8477953,1996-07-23
8477955,1996-05-31
8477956,1996-05-25
8477957,1995-12-30
8477958,1995-10-07
8477959,1996-01-22
8477960,1996-09-13
8477961,1996-04-16
8477962,1996-03-15
8477963,1996-01-01
8477964,1995-12-14
8477969,1996-05-08
8477971,1996-01-21
8477972,1996-02-15
8477973,1996-08-12
8477974,1996-02-14
8477979,1996-05-10
8477981,1996-01-20
8477983,1996-02-20
8477986,1994-04-11
8477987,1996-04-09
8477989,1996-02-02
8477993,1996-08-02
8477994,1996-02-25
8477996,1996-01-29
8477997,1994-08-30
8477998,1996-04-01
8478004,1995-09-24
8478010,1996-03-13
8478011,1996-05-14
8478013,1996-02-20
8478017,1995-12-25
8478020,1996-05-13
8478021,1996-02-22
8478027,1995-09-05
8478028,1996-05-27
8478029,1995-10-25
8478031,1996-05-27
8478036,1996-04-05
8478038,1994-02-21
8478040,1996-02-16
8478042,1993-04-08
8478043,1995-03-06
8478046,1995-07-05
8478047,1995-09-17
8478049,1996-05-28
8478051,1995-02-13
8478055,1996-06-12
8478056,1996-03-29
8478057,1996-05-15
8478058,1994-03-17
8478062,1996-08-17
8478063,1996-07-10
8478067,1996-08-15
8478069,1994-02-19
8478073,1994-11-29
8478074,1996-03-06
8478075,1996-08-05
8478078,1996-04-03
8478099,1995-12-12
8478104,1996-06-17
8478106,1995-06-01
8478109,1995-07-18
8478115,1996-05-31
8478131,1995-11-08
8478133,1996-06-02
8478136,1996-01-02
8478137,1992-06-10
8478146,1996-02-27
8478147,1996-08-03
8478173,1996-03-02
8478176,1996-05-04
8478178,1996-02-28
8478211,1995-11-24
8478224,1995-11-06
8478233,1996-04-04
8478250,1995-10-05
8478268,1994-02-14
8478365,1994-12-12
8478366,1994-03-14
8478367,1993-07-22
8478371,1990-07-03
8478373,1993-10-14
8478376,1991-10-27
8478393,1992-05-04
8478396,1997-01-25
8478397,1996-10-27
8478398,1996-12-09
8478399,1997-05-06
8478400,1997-01-30
8478401,1997-04-06
8478402,1997-01-13
8478403,1996-10-28
8478407,1996-10-29
8478408,1996-12-22
8478409,1996-12-20
8478413,1997-02-16
8478414,1996-10-08
8478415,1997-02-21
8478416,1997-05-28
8478417,1996-10-31
8478420,1996-10-29
8478421,1996-12-14
8478424,1997-05-23
8478425,1997-07-29
8478427,1997-07-26
8478430,1997-05-19
8478431,1996-10-31
8478432,1997-04-15
8478434,1997-04-08
8478436,1997-01-28
8478438,1997-04-28
8478439,1997-03-11
8478440,1997-03-07
8478442,1996-12-20
8478443,1996-11-26
8478444,1997-02-25
8478445,1997-05-26
8478446,1997-03-25
8478447,1997-05-23
8478449,1996-11-17
8478450,1997-08-24
8478451,1997-06-26
8478452,1997-06-06
8478454,1997-04-02
8478455,1997-06-23
8478458,1997-01-29
8478460,1997-07-19
8478462,1997-02-05
8478463,1997-06-08
8478465,1997-07-21
8478466,1997-03-17
8478467,1997-07-18
8478468,1997-04-28
8478469,1997-01-30
8478472,1997-02-09
8478474,1997-06-23
8478476,1997-08-13
8478477,1997-02-05
8478480,1997-01-02
8478483,1997-05-05
8478485,1997-03-30
8478486,1997-08-23
8478488,1997-06-03
8478491,1997-04-29
8478493,1997-01-29
8478495,1997-06-07
8478498,1996-10-17
8478500,1997-01-13
8478502,1996-10-30
8478506,1997-01-02
8478507,1997-05-21
8478508,1997-01-13
8478512,1992-12-12
8478519,1997-07-15
8478528,1992-07-24
8478541,1993-03-26
8478542,1993-07-28
8478550,1991-10-30
8478561,1990-06-13
8478562,1987-12-30
8478563,1982-08-27
8478564,1988-04-07
8478566,1991-03-17
8478567,1993-07-08
8478569,1991-12-01
8478584,1992-12-26
8478585,1986-12-29
8478831,1996-09-20
8478833,1997-03-25
8478838,1996-01-25
8478839,1997-01-07
8478840,1996-12-19
8478841,1997-05-03
8478842,1994-07-29
8478843,1997-01-18
8478844,1997-01-05
8478846,1995-03-17
8478851,1996-10-08
8478854,1997-02-11
8478856,1996-03-11
8478857,1996-10-01
8478859,1996-04-27
8478864,1997-04-26
8478866,1994-08-08
8478868,1996-04-02
8478870,1997-04-08
8478873,1997-09-10
8478874,1996-10-03
8478881,1996-02-28
8478882,1995-11-21
8478888,1996-10-09
8478891,1996-01-15
8478904,1996-04-13
8478906,1994-06-06
8478911,1995-03-01
8478915,1996-10-10
8478928,1990-06-03
8478949,1997-01-22
8478956,1997-04-10
8478963,1992-02-14
8478967,1997-08-04
8478970,1996-05-15
8478975,1995-06-18
8478996,1996-05-06
8479022,1996-01-05
8479026,1997-01-25
8479066,1994-12-09
8479206,1991-08-20
8479249,1994-01-14
8479250,1992-11-01
8479252,1994-06-01
8479268,1992-07-18
8479289,1992-11-17
8479290,1993-04-14
8479291,1993-05-21
8479293,1991-12-31
8479304,1992-05-05
8479314,1997-12-11
8479315,1998-06-19
8479316,1997-12-04
8479318,1997-09-17
8479320,1997-11-05
8479321,1997-11-16
8479322,1997-10-14
8479323,1998-02-17
8479324,1998-02-11
8479325,1997-12-21
8479328,1997-10-15
8479329,1997-12-27
8479330,1997-11-07
8479333,1998-02-04
8479335,1997-12-03
8479336,1997-12-01
8479337,1997-12-18
8479338,1998-06-08
8479339,1998-04-19
8479341,1998-06-19
8479343,1998-07-29
8479344,1998-05-07
8479345,1998-03-31
8479346,1998-07-20
8479347,1998-03-15
8479348,1998-06-05
8479351,1998-02-03
8479353,1998-03-29
8479355,1998-05-05
8479356,1998-06-10
8479358,1997-11-24
8479359,1998-02-04
8479362,1998-04-10
8479364,1998-04-14
8479365,1998-02-11
8479366,1998-03-05
8479367,1998-06-20
8479368,1998-02-17
8479369,1998-03-17
8479370,1998-03-14
8479371,1998-06-20
8479372,1998-05-05
8479373,1997-12-20
8479375,1998-07-10
8479376,1998-06-07
8479378,1998-05-26
8479379,1998-02-27
8479381,1998-09-07
8479382,1998-04-16
8479383,1998-06-18
8479385,1998-05-05
8479387,1998-02-10
8479388,1998-03-09
8479390,1998-02-18
8479393,1998-07-28
8479395,1998-02-15
8479398,1998-05-12
8479400,1998-06-24
8479402,1998-06-09
8479404,1997-08-06
8479407,1998-07-30
8479410,1998-06-25
8479411,1998-05-08
8479413,1998-01-09
8479414,1997-12-06
8479415,1998-02-03
8479416,1998-03-25
8479419,1998-07-20
8479420,1997-10-30
8479421,1998-08-31
8479423,1998-03-02
8479424,1998-06-27
8479425,1997-11-02
8479439,1993-02-26
8479442,1994-04-07
8479447,1993-09-30
8479458,1991-10-29
8479462,1998-03-01
8479465,1994-06-20
8479466,1993-01-04
8479482,1990-09-08
8479483,1989-07-27
8479510,1996-07-10
8479511,1998-05-25
8479512,1997-07-10
8479514,1997-04-02
8479516,1998-04-13
8479518,1998-01-12
8479520,1997-05-22
8479522,1998-07-04
8479523,1997-07-05
8479525,1996-09-11
8479526,1998-09-01
8479533,1998-02-25
8479534,1998-09-04
8479536,1998-02-10
8479542,1998-08-27
8479543,1998-03-13
8479546,1998-03-09
8479547,1998-04-06
8479550,1997-06-01
8479553,1995-01-13
8479557,1997-06-27
8479571,1998-07-17
8479573,1998-03-12
8479576,1996-05-29
8479578,1997-02-25
8479580,1996-08-26
8479587,1996-02-28
8479591,1996-09-09
8479594,1998-05-08
8479595,1996-01-26
8479597,1996-03-19
8479602,1996-12-04
8479613,1996-08-13
8479619,1996-05-19
8479638,1998-02-02
8479639,1998-02-19
8479644,1997-05-05
8479648,1992-01-06
8479650,1987-03-12
8479657,1997-02-25
8479661,1997-05-29
8479671,1997-02-11
8479675,1995-03-31
8479705,1997-01-28
8479718,1997-05-21
8479729,1997-12-11
8479734,1997-05-24
8479746,1998-08-05
8479748,1995-07-29
8479755,1992-12-06
8479772,1996-07-08
8479933,1992-12-31
8479941,1993-03-15
8479942,1993-04-18
8479944,1994-08-10
8479945,1994-05-12
8479968,1995-02-06
8479969,1994-01-21
8479970,1993-12-01
8479972,1998-11-03
8479974,1998-09-19
8479976,1998-10-06
8479977,1998-09-29
8479980,1998-12-05
8479981,1998-10-12
8479982,1998-09-18
8479983,1998-09-17
8479984,1998-12-13
8479985,1998-11-19
8479986,1998-10-16
8479987,1998-07-20
8479991,1999-03-10
8479992,1999-04-17
8479994,1999-09-12
8479996,1999-04-01
8479998,1999-05-25
8479999,1998-11-22
8480001,1999-01-01
8480002,1999-01-04
8480003,1998-10-30
8480005,1999-06-01
8480007,1999-03-31
8480008,1999-05-11
8480009,1999-04-22
8480011,1999-05-05
8480012,1998-11-12
8480014,1999-08-16
8480015,1999-02-16
8480018,1999-08-10
8480019,1999-02-15
8480021,1999-02-18
8480023,1999-07-02
8480025,1999-07-14
8480027,1999-07-22
8480028,1999-05-14
8480029,1999-09-13
8480031,1999-01-08
8480032,1999-07-30
8480034,1999-03-11
8480035,1999-06-17
8480036,1999-07-18
8480037,1999-01-09
8480039,1999-01-15
8480041,1999-06-16
8480043,1999-04-30
8480049,1999-01-24
8480053,1999-06-09
8480054,1999-04-21
8480056,1999-05-20
8480058,1999-07-01
8480060,1999-04-04
8480063,1999-06-23
8480064,1999-05-05
8480068,1999-01-03
8480069,1998-10-30
8480070,1999-01-18
8480071,1998-10-13
8480072,1998-10-13
8480073,1999-09-02
8480074,1999-09-13
8480075,1999-05-05
8480078,1999-09-05
8480081,1994-09-19
8480082,1993-11-30
8480083,1994-12-01
8480084,1994-11-21
8480087,1993-02-25
8480113,1993-12-21
8480143,1991-05-12
8480144,1995-01-12
8480145,1995-07-29
8480147,1991-10-07
8480153,1995-06-06
8480157,1994-02-02
8480158,1995-06-18
8480160,1992-09-20
8480161,1994-03-04
8480163,1991-12-08
8480164,1994-02-28
8480172,1990-07-29
8480184,1998-10-20
8480185,1998-09-02
8480186,1997-08-02
8480188,1999-08-25
8480192,1997-07-12
8480196,1997-11-18
8480201,1999-02-10
8480205,1999-06-01
8480208,1998-04-27
8480216,1999-07-19
8480220,1999-02-05
8480221,1998-08-06
8480222,1996-02-17
8480226,1998-10-28
8480231,1999-06-15
8480242,1999-01-14
8480245,1999-08-24
8480246,1998-06-15
8480247,1997-03-12
8480252,1999-04-06
8480259,1999-02-26
8480267,1999-06-07
8480274,1999-02-12
8480275,1997-09-09
8480276,1999-01-04
8480281,1999-06-25
8480289,1998-12-02
8480291,1999-07-27
8480292,1997-08-18
8480293,1997-04-14
8480304,1997-03-22
8480306,1995-07-25
8480314,1995-12-12
8480326,1994-04-23
8480328,1994-02-21
8480330,1994-05-19
8480336,1994-11-13
8480341,1994-06-22
8480355,1999-03-11
8480384,1997-07-17
8480426,1998-04-21
8480434,1998-10-21
8480439,1998-09-26
8480441,1999-05-26
8480443,1998-06-11
8480448,1999-05-14
8480459,1996-05-24
8480466,1999-07-02
8480467,1997-02-17
8480468,1999-04-27
8480727,1996-11-28
8480748,1995-03-31
8480761,1996-02-04
8480762,1995-06-14
8480769,1995-08-18
8480771,1995-03-30
8480776,1995-08-07
8480780,1990-08-05
8480789,2000-06-13
8480796,1999-10-06
8480797,2000-02-25
8480798,1999-10-12
8480800,1999-10-14
8480801,1999-09-16
8480802,1999-09-21
8480803,1999-10-20
8480806,1999-11-06
8480807,2000-03-14
8480813,2000-01-13
8480814,1999-10-07
8480817,2000-01-21
8480820,1999-10-20
8480821,1999-11-27
8480822,1999-10-02
8480823,1999-11-15
8480825,2000-01-03
8480828,1999-09-23
8480829,2000-07-06
8480830,2000-03-26
8480831,2000-08-06
8480833,1999-12-23
8480834,2000-05-23
8480835,2000-02-03
8480836,2000-05-04
8480839,2000-04-13
8480840,2000-03-12
8480842,2000-06-29
8480844,2000-06-24
8480845,2000-03-15
8480846,2000-05-31
8480847,2000-08-14
8480848,2000-07-21
8480849,2000-06-09
8480851,2000-01-02
8480853,2000-02-04
8480855,2000-01-06
8480858,2000-06-24
8480860,2000-06-27
8480863,2000-02-06
8480865,2000-01-07
8480870,2000-02-06
8480871,2000-08-15
8480873,2000-03-07
8480874,2000-01-13
8480876,2000-03-06
8480878,2000-07-27
8480879,2000-06-30
8480880,2000-03-28
8480883,2000-03-24
8480884,2000-04-11
8480887,2000-07-07
8480890,2000-09-15
8480891,2000-01-13
8480893,2000-07-21
8480901,1995-09-26
8480913,1995-05-09
8480935,1995-12-30
8480940,1994-03-04
8480943,1992-10-13
8480944,1991-10-05
8480945,1993-11-09
8480946,1995-07-02
8480948,1991-09-17
8480950,1994-04-06
8480954,1993-10-12
8480955,1990-02-14
8480965,1994-03-17
8480977,2000-09-15
8480979,1998-10-19
8480980,1999-06-26
8480988,2000-03-20
8480990,2000-01-12
8480994,2000-03-03
8480995,1999-03-09
8481003,1998-10-21
8481004,1998-12-31
8481006,2000-03-01
8481013,2000-07-16
8481014,2000-01-06
8481016,2000-07-22
8481019,2000-04-11
8481024,1999-11-16
8481028,1999-11-19
8481030,1999-07-22
8481032,1999-11-16
8481042,1999-10-17
8481043,1998-05-17
8481056,2000-01-04
8481058,1999-10-03
8481059,1998-08-18
8481061,1998-01-22
8481065,1999-10-02
8481068,1998-06-06
8481070,1998-07-11
8481072,2000-02-11
8481077,1998-08-07
8481093,1999-01-06
8481102,2000-06-07
8481105,1997-02-06
8481122,1998-09-19
8481133,2000-02-01
8481147,1998-07-10
8481161,1999-09-12
8481167,1999-08-23
8481178,2000-03-30
